setname;date;operation;rowGroup;rowGroupIndex;category;categoryIndex;subCategory;subCategoryIndex;columnGroup;columnGroupIndex;columnSubGroup;columnSubGroupIndex;pp1;ac1;fc1;pl1;pp2;ac2;fc2;pl2;pp3;ac3;fc3;pl3;pp4;ac4;fc4;pl4
europe;2025-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;15;16;10;15;53;51;56;53;53;55;53;54;11;13;10;12
europe;2025-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;14;13;11;13;53;53;49;52;36;38;34;35;17;13;14;16
europe;2025-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;36;32;40;35;40;43;39;40;26;30;22;24;40;44;46;41
europe;2025-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;58;62;53;59;49;54;48;50;30;35;29;28;57;62;55;57
europe;2025-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;27;30;29;28;33;32;32;34;51;53;48;53;22;23;22;24
europe;2025-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;10;14;10;10;52;52;49;54;53;54;54;54;12;11;10;12
europe;2025-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;14;18;14;13;50;46;53;50;29;25;28;30;12;11;17;12
europe;2025-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;42;43;36;40;38;37;33;38;23;20;19;25;38;41;41;38
europe;2025-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;63;61;67;63;53;50;60;54;29;33;33;28;58;58;57;58
europe;2025-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;25;23;28;25;35;34;36;35;54;58;51;54;23;20;21;23
europe;2025-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;13;11;11;13;54;51;53;52;52;48;50;51;11;10;10;10
europe;2025-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;15;13;10;14;54;58;59;56;36;36;39;34;13;16;16;12
europe;2025-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;35;33;40;37;38;37;41;38;26;29;21;24;39;39;43;38
europe;2025-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;61;62;65;60;55;61;51;54;35;29;34;35;58;55;53;60
europe;2025-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;27;27;23;25;37;38;38;37;56;56;55;56;28;28;28;27
europe;2025-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;16;17;12;15;50;49;47;52;56;60;55;56;15;17;19;14
europe;2025-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;13;18;17;15;50;53;47;49;33;31;31;33;16;15;12;15
europe;2025-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;36;36;33;36;37;38;41;39;19;24;21;19;35;34;36;35
europe;2025-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;60;63;65;61;53;57;47;52;28;26;34;28;61;57;57;59
europe;2025-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;28;30;32;28;33;35;34;35;57;56;58;56;26;27;29;25
europe;2025-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;12;12;10;12;56;58;58;56;53;53;54;52;15;11;11;16
europe;2025-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;18;19;16;17;51;52;50;51;34;32;31;33;14;11;11;12
europe;2025-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;37;37;39;38;35;34;32;34;25;21;22;24;37;38;32;37
europe;2025-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;57;54;51;56;53;53;46;53;28;26;35;29;59;56;63;61
europe;2025-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;23;25;22;24;33;31;30;31;52;52;47;50;28;27;29;26
europe;2025-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;13;14;12;14;51;56;55;53;51;52;55;52;12;10;10;12
europe;2025-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;16;18;18;16;51;50;54;49;31;27;31;30;15;16;18;13
europe;2025-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;39;43;40;40;40;36;39;40;21;18;25;21;39;41;41;41
europe;2025-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;62;62;64;64;55;57;53;57;29;34;29;30;59;61;63;57
europe;2025-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;26;29;24;25;33;31;32;33;56;58;58;56;27;24;29;27
europe;2025-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;11;10;15;10;54;58;56;53;58;61;59;58;15;18;18;14
europe;2025-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;17;16;12;15;51;51;47;51;31;32;33;30;13;14;14;13
europe;2025-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;42;46;39;40;39;36;41;37;22;24;27;24;35;35;38;36
europe;2025-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;62;67;58;61;50;53;56;49;35;37;36;33;57;64;62;57
europe;2025-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;24;23;21;25;38;36;34;37;52;49;50;52;22;24;21;22
europe;2025-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;10;10;10;10;50;55;49;50;52;56;49;52;14;12;19;16
europe;2025-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;14;13;16;16;51;51;49;53;30;33;31;30;13;10;10;13
europe;2025-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;36;40;31;35;39;39;37;38;19;18;22;18;40;38;43;40
europe;2025-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;57;62;58;57;52;55;47;51;28;32;22;29;60;61;60;58
europe;2025-11-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;23;20;24;23;34;34;39;34;53;51;52;53;28;24;25;26
europe;2025-11-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;11;10;10;10;51;49;48;50;56;52;59;54;13;15;12;15
europe;2025-11-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;14;11;13;14;51;49;49;52;30;31;30;29;15;13;12;14
europe;2025-11-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;39;34;39;38;40;35;35;39;19;22;20;20;34;39;30;34
europe;2025-11-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;60;59;57;58;50;51;47;49;29;26;24;31;59;56;53;58
europe;2025-12-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;29;24;28;29;37;39;37;37;54;57;53;52;23;25;20;24
europe;2025-12-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;12;11;15;11;55;60;56;56;54;57;50;53;10;13;10;10
europe;2025-12-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;16;11;19;16;54;52;49;54;32;34;32;33;12;10;13;13
europe;2025-12-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;35;32;38;35;36;33;38;37;22;23;19;22;39;43;37;41
europe;2025-12-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;58;54;53;56;50;45;45;49;33;31;32;33;62;59;62;63
europe;2026-01-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;22;24;19;22;32;28;34;32;54;52;58;56;28;27;30;26
europe;2026-01-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;15;16;14;15;50;53;52;51;56;57;54;56;10;10;10;10
europe;2026-01-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;19;14;18;19;49;53;46;48;33;36;29;33;16;14;14;17
europe;2026-01-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;41;42;43;41;36;32;40;36;23;23;28;24;39;33;34;38
europe;2026-01-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;56;58;57;57;54;49;55;54;28;25;25;30;62;65;57;63
europe;2026-02-28T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;28;32;26;28;34;32;35;33;53;50;48;53;25;23;29;25
europe;2026-02-28T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;12;14;17;13;53;57;52;55;57;55;55;57;13;13;15;13
europe;2026-02-28T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;17;13;16;18;50;51;51;48;31;34;30;30;17;21;17;17
europe;2026-02-28T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;37;39;34;36;40;40;44;39;21;20;26;21;37;39;37;37
europe;2026-02-28T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;59;61;57;60;52;50;51;52;29;33;25;28;62;63;63;62
europe;2026-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;23;24;22;23;34;36;33;34;58;58;55;57;22;25;21;24
europe;2026-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;12;14;16;12;53;53;53;53;53;50;53;52;10;10;10;10
europe;2026-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;12;12;12;13;49;52;49;48;31;36;36;33;14;12;14;14
europe;2026-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;35;33;40;35;37;39;37;38;20;23;16;19;38;38;36;36
europe;2026-03-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;60;59;62;62;53;53;51;55;33;35;34;32;60;66;64;61
europe;2026-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;28;25;32;29;31;32;33;33;52;57;52;53;24;22;23;23
europe;2026-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;10;11;12;12;52;50;49;54;59;55;56;58;13;13;12;14
europe;2026-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;15;13;15;14;54;49;50;53;35;36;30;34;17;19;14;18
europe;2026-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;36;40;36;34;38;39;36;38;24;22;21;26;41;45;46;40
europe;2026-04-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;59;66;58;60;51;51;55;51;27;23;24;28;59;56;65;59
europe;2026-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;23;19;21;23;34;39;39;35;52;50;49;50;22;19;27;23
europe;2026-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;10;13;10;10;52;48;55;53;57;59;60;58;14;12;10;13
europe;2026-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;17;17;15;17;49;45;52;48;31;29;30;32;13;14;10;13
europe;2026-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;38;37;41;38;39;37;40;38;22;23;22;20;36;40;39;35
europe;2026-05-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;61;62;62;62;51;55;54;52;29;25;28;28;59;53;60;59
europe;2026-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;28;27;28;29;38;41;34;37;50;51;50;52;22;22;24;23
europe;2026-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;15;15;18;15;50;52;52;51;57;60;57;58;10;13;12;10
europe;2026-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;14;12;11;14;52;51;49;51;34;33;37;35;13;12;10;13
europe;2026-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;35;35;39;35;39;43;40;41;21;18;20;20;41;39;41;40
europe;2026-06-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;63;69;64;64;53;51;46;52;34;33;37;33;58;59;55;58
europe;2026-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;30;30;27;29;33;32;32;34;56;59;55;55;29;25;26;30
europe;2026-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;11;10;15;13;57;54;56;57;55;56;55;53;14;17;18;15
europe;2026-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;18;13;15;16;54;59;56;55;32;36;29;32;17;16;13;16
europe;2026-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;39;36;40;40;40;39;41;39;18;22;19;18;37;34;41;37
europe;2026-07-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;62;62;59;64;53;53;48;53;30;36;31;32;61;56;60;61
europe;2026-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;27;26;26;27;34;31;31;35;53;55;56;52;22;26;21;24
europe;2026-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;11;10;10;11;56;51;55;54;56;52;58;54;11;10;10;10
europe;2026-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;17;14;22;18;54;54;51;55;36;35;34;35;18;19;13;18
europe;2026-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;37;34;32;35;39;42;42;38;20;16;24;18;39;44;38;40
europe;2026-08-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;60;61;66;60;55;52;55;55;33;33;31;33;60;58;59;61
europe;2026-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;22;24;23;22;33;30;30;32;52;55;52;54;27;28;26;26
europe;2026-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;16;13;14;16;49;49;47;49;56;53;56;57;14;14;14;14
europe;2026-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;17;20;18;17;49;47;51;48;32;35;32;33;11;13;10;13
europe;2026-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;42;43;42;40;35;37;35;37;20;20;26;20;41;45;43;40
europe;2026-09-30T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;56;57;60;57;51;47;50;50;33;26;28;31;60;65;65;59
europe;2026-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;New;1;Cat. A;1;27;24;25;27;37;34;40;36;53;56;49;53;27;26;27;25
europe;2026-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;City;1;Preowend;2;Cat. A;1;13;10;12;12;55;55;55;55;57;58;55;56;12;10;10;11
europe;2026-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;New;1;Cat. A;1;11;16;14;12;52;52;52;51;30;26;27;31;15;17;17;15
europe;2026-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;39;45;39;40;36;31;40;37;24;26;27;24;36;35;30;36
europe;2026-10-31T00:00:00+01:00;+;Netherlands;17;Amsterdam;23;Suburb;2;Preowend;2;Cat. B;2;57;64;63;58;55;49;55;54;34;27;37;33;56;55;62;57
europe;2020-01-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;23;20;22;24;37;33;40;38;53;50;49;52;23;24;26;23
europe;2020-01-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;15;13;19;16;52;50;49;52;55;58;59;55;10;12;10;11
europe;2020-01-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;15;16;18;14;54;54;54;53;34;35;30;33;12;16;12;11
europe;2020-01-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;38;40;38;39;36;30;35;36;22;22;18;23;40;36;36;39
europe;2020-01-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;57;54;54;58;54;49;56;53;30;30;33;30;59;63;56;59
europe;2020-02-29T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;25;27;24;25;38;39;40;38;56;60;59;57;27;28;25;25
europe;2020-02-29T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;13;11;16;14;52;53;52;53;54;51;51;53;10;10;11;10
europe;2020-02-29T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;12;16;13;13;51;46;47;50;29;28;26;30;11;16;14;11
europe;2020-02-29T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;39;38;43;38;38;40;34;39;23;21;22;23;35;33;35;35
europe;2020-02-29T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;60;61;61;60;51;54;56;51;32;39;36;34;62;68;57;61
europe;2020-03-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;30;25;28;30;33;37;33;33;50;49;51;52;28;32;29;30
europe;2020-03-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;12;10;11;12;51;48;48;52;58;55;53;56;16;11;17;16
europe;2020-03-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;18;19;15;18;53;58;55;53;34;30;30;32;15;12;18;13
europe;2020-03-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;37;36;43;38;37;38;38;36;25;30;29;25;39;36;42;38
europe;2020-03-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;62;65;64;62;51;45;48;50;30;30;32;28;61;56;64;61
europe;2020-04-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;26;30;28;26;34;33;31;35;50;49;51;52;29;27;32;30
europe;2020-04-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;10;12;10;12;52;49;54;53;56;58;59;54;15;12;13;16
europe;2020-04-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;17;18;18;19;56;52;59;55;31;36;31;33;15;12;10;15
europe;2020-04-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;36;37;37;35;36;35;40;35;18;20;15;19;37;39;38;37
europe;2020-04-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;59;64;64;58;53;57;58;54;30;27;34;30;59;52;54;59
europe;2020-05-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;26;25;24;26;37;36;37;36;57;59;59;56;26;24;29;26
europe;2020-05-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;15;11;11;16;54;50;54;54;54;56;57;55;13;12;13;15
europe;2020-05-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;17;16;19;16;53;54;51;53;35;37;30;34;18;15;22;18
europe;2020-05-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;41;43;42;41;34;37;32;34;23;19;17;21;36;33;38;36
europe;2020-05-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;58;60;57;57;50;50;47;50;28;23;26;30;57;54;55;57
europe;2020-06-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;27;30;23;27;34;30;29;33;54;55;57;54;24;27;28;25
europe;2020-06-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;10;10;10;10;52;52;48;53;55;55;54;54;13;16;15;13
europe;2020-06-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;13;17;17;13;55;51;50;53;34;33;31;33;13;10;14;12
europe;2020-06-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;37;31;41;35;37;36;39;35;21;16;17;21;38;34;38;39
europe;2020-06-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;62;57;57;62;54;57;47;52;34;31;36;35;62;60;62;62
europe;2020-07-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;29;32;29;28;37;36;33;38;53;52;49;51;27;32;29;29
europe;2020-07-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;11;10;10;11;52;54;53;52;53;56;52;53;14;11;14;14
europe;2020-07-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;13;10;11;12;50;49;45;50;29;27;29;28;15;17;19;17
europe;2020-07-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;38;44;37;38;38;42;42;40;25;30;26;25;39;40;34;40
europe;2020-07-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;61;62;63;60;55;53;62;56;28;33;26;30;64;64;65;62
europe;2020-08-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;28;26;23;28;34;39;34;35;52;51;52;54;26;28;21;24
europe;2020-08-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;13;10;10;12;55;57;56;57;54;59;56;54;10;10;10;10
europe;2020-08-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;17;19;21;18;52;55;55;51;34;31;37;34;16;13;11;14
europe;2020-08-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;35;37;34;34;35;38;39;34;22;28;18;22;38;33;39;38
europe;2020-08-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;61;64;56;60;55;55;58;53;31;30;30;31;56;54;57;57
europe;2020-09-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;27;28;24;28;39;38;39;37;54;55;52;54;26;26;26;27
europe;2020-09-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;14;16;13;16;56;52;53;57;56;53;53;55;13;15;16;12
europe;2020-09-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;18;15;19;18;50;50;52;50;32;34;29;34;18;22;14;19
europe;2020-09-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;38;35;43;38;35;36;35;36;22;20;25;23;41;41;35;39
europe;2020-09-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;62;62;59;63;51;49;58;53;34;29;30;33;63;61;58;62
europe;2020-10-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;29;26;30;29;35;37;38;35;53;56;53;55;24;19;22;22
europe;2020-10-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;10;14;10;11;54;59;57;54;58;61;59;58;15;15;18;15
europe;2020-10-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;18;20;13;16;56;59;56;56;30;33;34;30;14;11;15;14
europe;2020-10-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;34;39;32;34;39;42;37;37;26;22;23;24;37;31;37;35
europe;2020-10-31T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;59;64;54;60;51;49;50;51;33;28;35;34;60;60;63;62
europe;2020-11-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;New;1;Cat. A;1;23;20;23;24;32;31;28;31;52;57;51;53;29;28;30;30
europe;2020-11-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;City;1;Preowend;2;Cat. A;1;11;14;15;11;56;59;53;56;57;58;54;55;10;10;10;10
europe;2020-11-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;New;1;Cat. A;1;17;18;20;16;52;52;51;52;30;32;26;31;19;22;22;17
europe;2020-11-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;36;39;38;35;35;38;39;35;23;24;25;24;35;37;34;35
europe;2020-11-30T00:00:00+01:00;+;Switzerland;18;Zurich;24;Suburb;2;Preowend;2;Cat. B;2;61;58;60;59;50;52;47;52;29;25;31;28;56;54;62;57
